,DataYear,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUseWN(kBtu),DefaultData,ComplianceStatus,Outlier,TotalGHGEmissions,Multifamily Housing,Supermarket/Grocery Store,Other - Restaurant/Bar,Single Family Home,Outpatient Rehabilitation/Physical Therapy,Self-Storage Facility,Convenience Store without Gas Station,Bank Branch,Other - Public Services,Other - Technology/Science,Adult Education,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Fast Food Restaurant,Urgent Care/Clinic/Other Outpatient,Other - Lodging/Residential,Courthouse,Lifestyle Center,Parking,Other,Residence Hall/Dormitory,Performing Arts,Movie Theater,Enclosed Mall,Restaurant,Other/Specialty Hospital,Non-Refrigerated Warehouse,nan,Fire Station,Refrigerated Warehouse,Other - Education,Senior Care Community,Medical Office,Laboratory,Pre-school/Daycare,Vocational School,Museum,Distribution Center,Hotel,Strip Mall,Worship Facility,Vocat,Data Center,Library,Food Sales,Prison/Incarceration,Financial Office,Bar/Nightclub,Swimming Pool,College/University,Other - Services,Residential Care Facility,Other - Recreation,Office,Police Station,Other - Utility,K-12 School,Other - Entertainment/Public Assembly,Automobile Dealership,Fitness Center/Health Club/Gym,Food Service,Manufacturing/Industrial Plant,"Personal Services (Health/Beauty, Dry Cleaning, etc)",Retail Store,Other - Mall,Social/Meeting Hall,Convention Center,Wholesale Club/Supercenter,Hospital (General Medical & Surgical),outlier,pct_LargestPropertyUseTypeGFA,pct_SecondLargestPropertyUseTypeGFA,pct_ThirdLargestPropertyUseTypeGFA,LargestPropertyUseType_SiteEnergyUseWN(kBtu),LargestPropertyUseType_Electricity(kBtu),LargestPropertyUseType_NaturalGas(kBtu),LargestPropertyUseType_TotalGHGEmissions,LargestPropertyUseType_pct_Electricity(kBtu),LargestPropertyUseType_pct_NaturalGas(kBtu),SecondLargestPropertyUseType_SiteEnergyUseWN(kBtu),SecondLargestPropertyUseType_Electricity(kBtu),SecondLargestPropertyUseType_NaturalGas(kBtu),SecondLargestPropertyUseType_TotalGHGEmissions,SecondLargestPropertyUseType_pct_Electricity(kBtu),SecondLargestPropertyUseType_pct_NaturalGas(kBtu),ThirdLargestPropertyUseType_SiteEnergyUseWN(kBtu),ThirdLargestPropertyUseType_Electricity(kBtu),ThirdLargestPropertyUseType_NaturalGas(kBtu),ThirdLargestPropertyUseType_TotalGHGEmissions,ThirdLargestPropertyUseType_pct_Electricity(kBtu),ThirdLargestPropertyUseType_pct_NaturalGas(kBtu),BuildingType_SiteEnergyUseWN(kBtu),BuildingType_Electricity(kBtu),BuildingType_NaturalGas(kBtu),BuildingType_TotalGHGEmissions,BuildingType_pct_Electricity(kBtu),BuildingType_pct_NaturalGas(kBtu),LargestPropertyUseType_SiteEnergyUseWN(kBtu)^1xBuildingType_SiteEnergyUseWN(kBtu)^1,LargestPropertyUseType_SiteEnergyUseWN(kBtu)^1xSecondLargestPropertyUseType_SiteEnergyUseWN(kBtu)^1,LargestPropertyUseType_SiteEnergyUseWN(kBtu)^1xThirdLargestPropertyUseType_SiteEnergyUseWN(kBtu)^1,LargestPropertyUseType_SiteEnergyUseWN(kBtu)^1xLargestPropertyUseType_TotalGHGEmissions^1,LargestPropertyUseType_SiteEnergyUseWN(kBtu)^1xBuildingType_TotalGHGEmissions^1,LargestPropertyUseType_SiteEnergyUseWN(kBtu)^1xSecondLargestPropertyUseType_TotalGHGEmissions^1,LargestPropertyUseType_SiteEnergyUseWN(kBtu)^1xThirdLargestPropertyUseType_TotalGHGEmissions^1,BuildingType_SiteEnergyUseWN(kBtu)^1xSecondLargestPropertyUseType_SiteEnergyUseWN(kBtu)^1,BuildingType_SiteEnergyUseWN(kBtu)^1xThirdLargestPropertyUseType_SiteEnergyUseWN(kBtu)^1,BuildingType_SiteEnergyUseWN(kBtu)^1xLargestPropertyUseType_TotalGHGEmissions^1,BuildingType_SiteEnergyUseWN(kBtu)^1xBuildingType_TotalGHGEmissions^1,BuildingType_SiteEnergyUseWN(kBtu)^1xSecondLargestPropertyUseType_TotalGHGEmissions^1,BuildingType_SiteEnergyUseWN(kBtu)^1xThirdLargestPropertyUseType_TotalGHGEmissions^1,SecondLargestPropertyUseType_SiteEnergyUseWN(kBtu)^1xThirdLargestPropertyUseType_SiteEnergyUseWN(kBtu)^1,SecondLargestPropertyUseType_SiteEnergyUseWN(kBtu)^1xLargestPropertyUseType_TotalGHGEmissions^1,SecondLargestPropertyUseType_SiteEnergyUseWN(kBtu)^1xBuildingType_TotalGHGEmissions^1,SecondLargestPropertyUseType_SiteEnergyUseWN(kBtu)^1xSecondLargestPropertyUseType_TotalGHGEmissions^1,SecondLargestPropertyUseType_SiteEnergyUseWN(kBtu)^1xThirdLargestPropertyUseType_TotalGHGEmissions^1,ThirdLargestPropertyUseType_SiteEnergyUseWN(kBtu)^1xLargestPropertyUseType_TotalGHGEmissions^1,ThirdLargestPropertyUseType_SiteEnergyUseWN(kBtu)^1xBuildingType_TotalGHGEmissions^1,ThirdLargestPropertyUseType_SiteEnergyUseWN(kBtu)^1xSecondLargestPropertyUseType_TotalGHGEmissions^1,ThirdLargestPropertyUseType_SiteEnergyUseWN(kBtu)^1xThirdLargestPropertyUseType_TotalGHGEmissions^1,LargestPropertyUseType_TotalGHGEmissions^1xBuildingType_TotalGHGEmissions^1,LargestPropertyUseType_TotalGHGEmissions^1xSecondLargestPropertyUseType_TotalGHGEmissions^1,LargestPropertyUseType_TotalGHGEmissions^1xThirdLargestPropertyUseType_TotalGHGEmissions^1,BuildingType_TotalGHGEmissions^1xSecondLargestPropertyUseType_TotalGHGEmissions^1,BuildingType_TotalGHGEmissions^1xThirdLargestPropertyUseType_TotalGHGEmissions^1,SecondLargestPropertyUseType_TotalGHGEmissions^1xThirdLargestPropertyUseType_TotalGHGEmissions^1
254,2016.0,NonResidential,Mixed Use Property,7,DOWNTOWN,47.6074,-122.33777,1991.0,1.0,6.0,154660.0,0.0,154660.0,Other - Entertainment/Public Assembly,119815.0,Other - Recreation,63101.00000000001,Social/Meeting Hall,26380.0,63.66236228510354,53734196.0,False,Compliant,non identifié comme outlier,1623.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,0.7746993404888142,0.407998189577137,0.1705676968834863,15446522.953125,11016013.25,4005355.7,306.03650000000005,0.5289214613192256,0.4374323779529606,1852179.125,608332.0,1021662.5,58.5,0.373572527045378,0.6264356596076079,9916212.370535716,5967955.714285715,878268.4285714285,300.4485714285714,0.573176657299158,0.3654764235611827,7834139.812121039,5471288.173865698,1663159.263520871,163.8363266787659,0.7171151940112505,0.2629793029697545,121010220425918.02,28609727367611.477,153171001989542.0,4727199821.74404,2530701580.599243,903621592.7578125,4640885754.805044,14510230222342.012,77684994117461.0,2397532728.6121807,1283516689.505788,458297179.00908077,2353756114.9234633,18366601551773.02,566834416.7880626,303454224.19109076,108352478.8125,556484572.1360714,3034722927.135454,1624635809.3551092,580098423.6763394,2979311840.7097836,50139.895989626144,17903.135250000003,91948.22923000001,9584.425110707803,49224.390298739956,17576.24142857143
255,2015.0,NonResidential,Other,2,GREATER DUWAMISH,47.57458115,-122.33369446,1937.0,1.0,1.0,20975.0,0.0,20975.0,Other - Entertainment/Public Assembly,13144.0,Other,6599.999999999999,Fast Food Restaurant,1070.0,79.00989675629106,275420.0,No,Compliant,non identifié comme outlier,3.140000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6266507747318236,0.3146603098927294,0.0510131108462455,15446522.953125,11016013.25,4005355.7,306.03650000000005,0.5289214613192256,0.4374323779529606,4226637.270833333,3158354.7647058824,791367.2941176471,69.5264705882353,0.7352917600983055,0.2586811217909543,311428.84375,250272.5,57586.0,4.800000000000001,0.8225459120109131,0.1774731757188812,7834139.812121039,5471288.173865698,1663159.263520871,163.8363266787659,0.7171151940112505,0.2629793029697545,121010220425918.02,65286849618460.69,4810492783249.555,4727199821.74404,2530701580.599243,1073942223.7909467,74143310.17500001,33112067314830.03,2439777103464.6973,2397532728.6121807,1283516689.505788,544680091.2315567,37603871.098180994,1316296758206.2805,1293505277.1353855,692476724.6568974,293863171.89773285,20287858.900000002,95308593.3402969,51023357.781815335,21652548.345312502,1494858.4500000002,50139.895989626144,21277.637716176476,1468.9752000000005,11390.961548115727,786.4143680580763,333.7270588235295
256,2015.0,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.62149019,-122.3482175,1999.0,1.0,5.0,141718.0,0.0,141718.0,Other - Entertainment/Public Assembly,134197.0,Restaurant,5803.0,0,0.0,54.906037192095525,19087388.0,No,Compliant,non identifié comme outlier,353.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.946929818371696,0.0409475154885053,0.0,15446522.953125,11016013.25,4005355.7,306.03650000000005,0.5289214613192256,0.4374323779529606,6719733.451785714,3977032.8857142855,2333100.742857143,166.33314285714286,0.6850499311180688,0.2924833193447437,0.0,0.0,0.0,0.0,0.0,0.0,7834139.812121039,5471288.173865698,1663159.263520871,163.8363266787659,0.7171151940112505,0.2629793029697545,121010220425918.02,103796517001889.92,0.0,4727199821.74404,2530701580.599243,2569268709.008277,0.0,52643331361476.0,0.0,2397532728.6121807,1283516689.505788,1303077096.5323591,0.0,0.0,2056483706.517419,1100936445.0009954,1117714384.197795,0.0,0.0,0.0,0.0,0.0,50139.895989626144,50904.01287400001,0.0,27251.411130648692,0.0,0.0
257,2016.0,NonResidential,Other,3,CENTRAL,47.62322,-122.29006,1959.0,1.0,1.0,25753.0,0.0,25753.0,Other - Entertainment/Public Assembly,25753.0,0,0.0,0,0.0,70.01117934580131,1612521.0,False,Compliant,non identifié comme outlier,62.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,15446522.953125,11016013.25,4005355.7,306.03650000000005,0.5289214613192256,0.4374323779529606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7834139.812121039,5471288.173865698,1663159.263520871,163.8363266787659,0.7171151940112505,0.2629793029697545,121010220425918.02,0.0,0.0,4727199821.74404,2530701580.599243,0.0,0.0,0.0,0.0,2397532728.6121807,1283516689.505788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50139.895989626144,0.0,0.0,0.0,0.0,0.0
258,2016.0,NonResidential,Other,7,DOWNTOWN,47.60849,-122.33924,1916.0,1.0,2.0,25920.0,0.0,25920.0,Other - Entertainment/Public Assembly,11888.0,Restaurant,4329.0,Retail Store,4029.0,76.06598828538472,1230670.2500000002,False,Compliant,non identifié comme outlier,8.769999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.458641975308642,0.1670138888888888,0.1554398148148148,15446522.953125,11016013.25,4005355.7,306.03650000000005,0.5289214613192256,0.4374323779529606,6719733.451785714,3977032.8857142855,2333100.742857143,166.33314285714286,0.6850499311180688,0.2924833193447437,5228069.124297753,4052013.876404495,706052.9662921348,88.27202247191012,0.7918961553865773,0.1836391622922986,7834139.812121039,5471288.173865698,1663159.263520871,163.8363266787659,0.7171151940112505,0.2629793029697545,121010220425918.02,103796517001889.92,80755489728989.36,4727199821.74404,2530701580.599243,2569268709.008277,1363495821.2311254,52643331361476.0,40957424467181.805,2397532728.6121807,1283516689.505788,1303077096.5323591,691535365.543634,35131230982791.656,2056483706.517419,1100936445.0009954,1117714384.197795,593164462.2612747,1599979976.5581496,856547640.9476161,869601168.5188359,461492235.2247107,50139.895989626144,50904.01287400001,27014.460805224724,27251.411130648692,14462.16391030323,14682.56292410915
259,2015.0,NonResidential,Other,2,GREATER DUWAMISH,47.59134229,-122.3319719,1999.0,1.0,3.0,1172127.0,0.0,1172127.0,Other - Entertainment/Public Assembly,1172127.0,0,0.0,0,0.0,83.39981183516285,54628004.0,No,Compliant,non identifié comme outlier,1236.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,15446522.953125,11016013.25,4005355.7,306.03650000000005,0.5289214613192256,0.4374323779529606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7834139.812121039,5471288.173865698,1663159.263520871,163.8363266787659,0.7171151940112505,0.2629793029697545,121010220425918.02,0.0,0.0,4727199821.74404,2530701580.599243,0.0,0.0,0.0,0.0,2397532728.6121807,1283516689.505788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50139.895989626144,0.0,0.0,0.0,0.0,0.0
260,2016.0,NonResidential,Other,2,GREATER DUWAMISH,47.59544,-122.33159,1999.0,1.0,6.0,1585960.0,327680.0,1258280.0,Other - Entertainment/Public Assembly,1585960.0,Parking,0.0,0,0.0,111.58470557806788,62160304.0,False,Compliant,non identifié comme outlier,892.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,15446522.953125,11016013.25,4005355.7,306.03650000000005,0.5289214613192256,0.4374323779529606,12512561.12698399,8505302.55324074,2313602.986111111,295.34363425925926,0.7770975531301773,0.1985497425453371,0.0,0.0,0.0,0.0,0.0,0.0,7834139.812121039,5471288.173865698,1663159.263520871,163.8363266787659,0.7171151940112505,0.2629793029697545,121010220425918.02,193275562650337.84,0.0,4727199821.74404,2530701580.599243,4562032225.645003,0.0,98025153276503.38,0.0,2397532728.6121807,1283516689.505788,2313763323.406978,0.0,0.0,3829300413.338237,2050012052.3885763,3695505277.134585,0.0,0.0,0.0,0.0,0.0,50139.895989626144,90385.9321259838,0.0,48388.016144993955,0.0,0.0
261,2015.0,NonResidential,Other,3,CENTRAL,47.6231954,-122.2900205,1959.0,1.0,1.0,25753.0,0.0,25753.0,Other - Entertainment/Public Assembly,25753.0,0,0.0,0,0.0,67.73235783972683,1815715.0,No,Compliant,non identifié comme outlier,63.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,15446522.953125,11016013.25,4005355.7,306.03650000000005,0.5289214613192256,0.4374323779529606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7834139.812121039,5471288.173865698,1663159.263520871,163.8363266787659,0.7171151940112505,0.2629793029697545,121010220425918.02,0.0,0.0,4727199821.74404,2530701580.599243,0.0,0.0,0.0,0.0,2397532728.6121807,1283516689.505788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50139.895989626144,0.0,0.0,0.0,0.0,0.0
262,2015.0,NonResidential,Other,7,DOWNTOWN,47.61104202,-122.33238983,1914.0,1.0,7.0,128766.0,0.0,128766.0,Other - Entertainment/Public Assembly,109754.0,Other,12876.000000000002,Office,6136.0,76.18747149331743,6550618.0,No,Compliant,non identifié comme outlier,56.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8523523290309554,0.0999953403848842,0.0476523305841604,15446522.953125,11016013.25,4005355.7,306.03650000000005,0.5289214613192256,0.4374323779529606,4226637.270833333,3158354.7647058824,791367.2941176471,69.5264705882353,0.7352917600983055,0.2586811217909543,8342788.708669892,5679366.305235484,1903439.34655914,179.1410752688172,0.6751472733387068,0.307291555294121,7834139.812121039,5471288.173865698,1663159.263520871,163.8363266787659,0.7171151940112505,0.2629793029697545,121010220425918.02,65286849618460.69,128867077281541.56,4727199821.74404,2530701580.599243,1073942223.7909467,2767106730.987278,33112067314830.03,65358573166704.67,2397532728.6121807,1283516689.505788,544680091.2315567,1403416229.7496123,35261941698751.66,1293505277.1353855,692476724.6568974,293863171.89773285,757164345.4683422,2553197856.640854,1366851856.2855597,580044653.7771988,1494536140.0116713,50139.895989626144,21277.637716176476,54823.70768150538,11390.961548115727,29349.81572932732,12455.046700822264
263,2016.0,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.63644,-122.34218,1961.0,1.0,3.0,22960.0,0.0,22960.0,Other - Entertainment/Public Assembly,22960.0,0,0.0,0,0.0,57.85320731190265,2447325.5,False,Compliant,non identifié comme outlier,95.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,15446522.953125,11016013.25,4005355.7,306.03650000000005,0.5289214613192256,0.4374323779529606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7834139.812121039,5471288.173865698,1663159.263520871,163.8363266787659,0.7171151940112505,0.2629793029697545,121010220425918.02,0.0,0.0,4727199821.74404,2530701580.599243,0.0,0.0,0.0,0.0,2397532728.6121807,1283516689.505788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50139.895989626144,0.0,0.0,0.0,0.0,0.0
264,2016.0,NonResidential,Other,7,DOWNTOWN,47.61327,-122.33136,1926.0,1.0,8.0,102761.0,0.0,102761.0,Other - Entertainment/Public Assembly,102761.0,0,0.0,0,0.0,69.3018927081504,7067881.5,False,Compliant,non identifié comme outlier,221.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,15446522.953125,11016013.25,4005355.7,306.03650000000005,0.5289214613192256,0.4374323779529606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7834139.812121039,5471288.173865698,1663159.263520871,163.8363266787659,0.7171151940112505,0.2629793029697545,121010220425918.02,0.0,0.0,4727199821.74404,2530701580.599243,0.0,0.0,0.0,0.0,2397532728.6121807,1283516689.505788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50139.895989626144,0.0,0.0,0.0,0.0,0.0
265,2016.0,NonResidential,Other,7,DOWNTOWN,47.61103,-122.33238,1914.0,1.0,7.0,128766.0,0.0,128766.0,Other - Entertainment/Public Assembly,109754.0,Other,12876.000000000002,Office,6136.0,77.21293886336802,6057410.0,False,Compliant,non identifié comme outlier,57.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8523523290309554,0.0999953403848842,0.0476523305841604,15446522.953125,11016013.25,4005355.7,306.03650000000005,0.5289214613192256,0.4374323779529606,4226637.270833333,3158354.7647058824,791367.2941176471,69.5264705882353,0.7352917600983055,0.2586811217909543,8342788.708669892,5679366.305235484,1903439.34655914,179.1410752688172,0.6751472733387068,0.307291555294121,7834139.812121039,5471288.173865698,1663159.263520871,163.8363266787659,0.7171151940112505,0.2629793029697545,121010220425918.02,65286849618460.69,128867077281541.56,4727199821.74404,2530701580.599243,1073942223.7909467,2767106730.987278,33112067314830.03,65358573166704.67,2397532728.6121807,1283516689.505788,544680091.2315567,1403416229.7496123,35261941698751.66,1293505277.1353855,692476724.6568974,293863171.89773285,757164345.4683422,2553197856.640854,1366851856.2855597,580044653.7771988,1494536140.0116713,50139.895989626144,21277.637716176476,54823.70768150538,11390.961548115727,29349.81572932732,12455.046700822264
266,2015.0,NonResidential,Other,7,DOWNTOWN,47.61290234,-122.33130949,1926.0,1.0,8.0,102761.0,0.0,102761.0,Other - Entertainment/Public Assembly,102761.0,0,0.0,0,0.0,68.82479592752438,7380086.0,No,Compliant,non identifié comme outlier,199.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,15446522.953125,11016013.25,4005355.7,306.03650000000005,0.5289214613192256,0.4374323779529606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7834139.812121039,5471288.173865698,1663159.263520871,163.8363266787659,0.7171151940112505,0.2629793029697545,121010220425918.02,0.0,0.0,4727199821.74404,2530701580.599243,0.0,0.0,0.0,0.0,2397532728.6121807,1283516689.505788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50139.895989626144,0.0,0.0,0.0,0.0,0.0
267,2016.0,NonResidential,Other,2,GREATER DUWAMISH,47.59085,-122.33354,1999.0,1.0,3.0,1172127.0,0.0,1172127.0,Other - Entertainment/Public Assembly,1172127.0,0,0.0,0,0.0,86.14719531847788,57406988.0,False,Compliant,non identifié comme outlier,1246.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,15446522.953125,11016013.25,4005355.7,306.03650000000005,0.5289214613192256,0.4374323779529606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7834139.812121039,5471288.173865698,1663159.263520871,163.8363266787659,0.7171151940112505,0.2629793029697545,121010220425918.02,0.0,0.0,4727199821.74404,2530701580.599243,0.0,0.0,0.0,0.0,2397532728.6121807,1283516689.505788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50139.895989626144,0.0,0.0,0.0,0.0,0.0
